"","airport","city","country","latitude","longitude"
"1429","SHERBROOKE","SHERBROOKE","CANADA",45.438,-71.691
"1430","SHIMLA","SHIMLA","INDIA",31.082,77.058
"1431","SHIMOJISHIMA","SHIMOJISHIMA","JAPAN",24.827,125.145
"1432","PINANG SORE","SIBOLGA","INDONESIA",1.555,98.89
"1433","SIBU","SIBU","MALAYSIA",2.264,111.983
"1434","SIDI BEL ABBES","SIDI BEL ABBES","ALGERIA",35.172,-0.593
"1435","SIDI IFNI","SIDI IFINI","MOROCCO",29.369,-10.18
"1436","SIEGERLAND","SIEGERLAND","GERMANY",50.708,8.082
"1437","SIGLUFJORDHUR","SIGLUFJORDUR","ICELAND",66.133,-18.917
"1438","SIMARA","SIMARA","NEPAL",27.159,84.98
"1439","KUALA LUMPUR","SIMPANG","MALAYSIA",3.112,101.703
"1440","SELETAR","SINGAPORE","SINGAPORE",1.417,103.867
"1441","SINGAPORE CHANGI","SINGAPORE","SINGAPORE",1.356,103.987
"1442","DABO","SINGKEP","INDONESIA",-0.479,104.579
"1443","ST TRUIDEN","SINT-TRUIDEN","BELGIUM",50.788,5.193
"1444","SUSILO","SINTANG","INDONESIA",0.064,111.475
"1445","SISHEN","SISHEN","SOUTH AFRICA",-27.648,22.999
"1446","SITTWE","SITTWE","MYANMAR",20.133,92.872
"1447","SKUKUZA","SKUKUZA","SOUTH AFRICA",-24.961,31.589
"1448","SLAVE LAKE","SLAVE LAKE","CANADA",55.293,-114.778
"1449","SODANKYLA","SODANKYLA","FINLAND",67.395,26.619
"1450","FINSTERWALDE SCHACKSDORF","SOEST","GERMANY",51.608,13.738
"1451","SOLENZARA","SOLENZARA","CORSE ISL.",41.924,9.406
"1452","ADI SUMARMO WIRYOKUSUMO","SOLO CITY","INDONESIA",-7.516,110.757
"1453","KANGERLUSSUAQ SONDRE STROMFJORD","SONDRESTROM","GREENLAND",67.017,-50.689
"1454","SONGKHLA","SONGKHLA","THAILAND",7.186,100.608
"1455","HAT YAI INTERNATIONAL","SONGKHLA","THAILAND",6.933,100.393
"1456","SONGO","SONGO","MOZAMBIQUE",-15.602,32.773
"1457","SOROAKO","SOROAKO","INDONESIA",-2.529,121.357
"1458","JEFMAN","SORONG","INDONESIA",-0.926,131.12
"1459","SOUTHDOWNS","SOUTHDOWNS","ZAMBIA",-12.9,28.15
"1460","SPEYER","SPEYER","GERMANY",49.302,8.451
"1461","SRINAGAR","SRINAGAR","INDIA",33.987,74.774
